年份,月份,地域,感染率,平均气温(℃),平均露点温度(℃),平均风速(mi/h),最低气温极值(℃),最高气温极值(℃),降水天数,降水量(mm),AQI,社会事件
2009,9,内蒙古,0.7872,,,,,,,,,
2009,9,辽宁省,0.5516,,,,,,,,,
2009,9,吉林省,0.4170,,,,,,,,,
2009,9,黑龙江省,0.6693,,,,,,,,,
2009,9,上海市,2.2134,,,,,,,,,
2009,9,江苏省,2.7874,,,,,,,,,
2009,9,浙江省,4.0645,,,,,,,,,
2009,9,安徽省,2.1076,,,,,,,,,
2009,9,福建省,1.7536,,,,,,,,,
2009,9,江西省,3.0636,,,,,,,,,
2009,9,山东省,1.0173,,,,,,,,,
2009,9,河南省,2.2431,,,,,,,,,
2017,3,北京市,11.3627,8.54,-6.6,6.28,-5,20,5,14.99,90.26438963,1
2009,9,湖南省,3.6101,,,,,,,,,
2009,9,广东省,2.1144,,,,,,,,,
2009,9,广    西,4.8007,,,,,,,,,
2009,9,海南省,1.2998,,,,,,,,,
2017,8,北京市,6.2221,25.69,20.09,4.65,13,38,17,328.42,62.28613322,1
2009,9,四川省,4.0378,,,,,,,,,
2017,9,北京市,6.9262,21.75,13.84,4.56,6,32,1,2.54,88.81133645,1
2017,11,北京市,6.0610,3.16,-9.05,6.38,-10,20,0,0,72.14861111,1
2009,9,西    藏,0.5227,,,,,,,,,
2009,9,陕西省,1.3450,,,,,,,,,
2009,9,甘肃省,2.7282,,,,,,,,,
2009,9,青海省,0.2706,,,,,,,,,
2009,9,宁    夏,3.8640,,,,,,,,,
2009,9,新疆,2.0321,,,,,,,,,
2009,10,北京市,4.9263,,,,,,,,,
2009,10,天津市,1.2160,,,,,,,,,
2009,10,河北省,2.1420,,,,,,,,,
2009,10,山西省,2.3398,,,,,,,,,
2009,10,内蒙古,1.5412,,,,,,,,,
2009,10,辽宁省,0.2434,,,,,,,,,
2009,10,吉林省,0.1061,,,,,,,,,
2009,10,黑龙江省,1.2523,,,,,,,,,
2009,10,上海市,0.3813,,,,,,,,,
2009,10,江苏省,0.2996,,,,,,,,,
2009,10,浙江省,0.6719,,,,,,,,,
2009,10,安徽省,0.6976,,,,,,,,,
2009,10,福建省,0.7350,,,,,,,,,
2009,10,江西省,1.2409,,,,,,,,,
2009,10,山东省,0.3271,,,,,,,,,
2009,10,河南省,0.8294,,,,,,,,,
2009,10,湖北省,1.9419,,,,,,,,,
2009,10,湖南省,2.9241,,,,,,,,,
2009,10,广东省,0.9629,,,,,,,,,
2009,10,广    西,2.6890,,,,,,,,,
2009,10,海南省,1.5223,,,,,,,,,
2017,12,北京市,91.4308,-1.28,-13.97,6.07,-12,11,0,0,69.04543011,1
2009,10,四川省,2.7302,,,,,,,,,
2016,3,福建省,7.6921,8.53,5.05,11.86,-3.22,19.89,21,166.88,61.06512176,1
2009,10,云南省,1.7698,,,,,,,,,
2009,10,西    藏,2.5785,,,,,,,,,
2009,10,陕西省,1.3690,,,,,,,,,
2009,10,甘肃省,2.9489,,,,,,,,,
2009,10,青海省,0.4330,,,,,,,,,
2017,12,福建省,5.3820,5.41,-1.73,11.64,-4.39,18.5,9,15.75,55.3016129,1
2009,10,新疆,2.3794,,,,,,,,,
2009,11,北京市,2.5487,,,,,,,,,
2009,11,天津市,0.3571,,,,,,,,,
2009,11,河北省,3.3010,,,,,,,,,
2009,11,山西省,1.7182,,,,,,,,,
2009,11,内蒙古,2.3863,,,,,,,,,
2009,11,辽宁省,0.2480,,,,,,,,,
2009,11,吉林省,0.0841,,,,,,,,,
2009,11,黑龙江省,0.5046,,,,,,,,,
2009,11,上海市,0.1271,,,,,,,,,
2009,11,江苏省,0.0482,,,,,,,,,
2009,11,浙江省,2.6426,,,,,,,,,
2009,11,安徽省,0.7286,,,,,,,,,
2009,11,福建省,1.4315,,,,,,,,,
2009,11,江西省,3.4250,,,,,,,,,
2009,11,山东省,1.1394,,,,,,,,,
2009,11,河南省,1.5633,,,,,,,,,
2006,5,甘肃省,5.3238,16.09,0.12,5.16,0.39,31.22,8,24.38,93.32258065,0
2009,11,甘肃省,9.9843,-2.32,-9.87,3.21,-19.28,18.22,4,4.32,117.9333333,1
2016,3,甘肃省,8.8169,5.16,-8.69,6.37,-11.89,20.78,2,4.32,98.57211314,1
2017,12,甘肃省,7.8736,-6.42,-16.99,5.06,-18.61,13.5,0,0,138.2731183,1
2009,11,海南省,1.1944,,,,,,,,,
2009,11,广    西,7.5145,16.38,6.92,3.56,4.72,32.72,4,21.08,48.96551724,1
2009,11,四川省,2.1216,,,,,,,,,
2016,12,广    西,9.0388,15.13,7.99,3.05,7,23.89,9,18.29,78.59434088,1
2009,11,云南省,1.6663,,,,,,,,,
2009,11,西    藏,2.7527,,,,,,,,,
2017,11,广    西,6.2486,17.93,12.14,3.1,8.61,29.72,14,99.06,66.93611111,1
2017,12,广    西,19.5334,13.47,5.14,3.1,5.11,21.72,9,44.2,79.74301075,1
2009,11,青海省,0.4691,,,,,,,,,
2009,11,广东省,5.3604,18.16,10.56,6.2,6.28,32,7,106.43,61.31034483,1
2014,1,广东省,6.9701,15.2,5.6,4.56,1.28,27,3,1.27,122.8064516,0
2009,12,北京市,1.3333,,,,,,,,,
2009,12,天津市,0.3912,,,,,,,,,
2009,12,河北省,2.8803,,,,,,,,,
2009,12,山西省,1.3722,,,,,,,,,
2009,12,内蒙古,0.3977,,,,,,,,,
2009,12,辽宁省,0.3129,,,,,,,,,
2009,12,吉林省,0.2634,,,,,,,,,
2009,12,黑龙江省,0.3660,,,,,,,,,
2009,12,上海市,0.3177,,,,,,,,,
2009,12,江苏省,0.1224,,,,,,,,,
2009,12,浙江省,1.1797,,,,,,,,,
2009,12,安徽省,0.5803,,,,,,,,,
2009,12,福建省,4.8643,,,,,,,,,
2009,12,江西省,2.0477,,,,,,,,,
2009,12,山东省,1.3858,,,,,,,,,
2009,12,河南省,1.1698,,,,,,,,,
2009,12,湖北省,4.4773,,,,,,,,,
2009,12,湖南省,2.5937,,,,,,,,,
2009,12,广东省,2.5796,,,,,,,,,
2009,12,广    西,3.8642,,,,,,,,,
2009,12,海南省,0.3864,,,,,,,,,
2009,12,重庆市,0.4368,,,,,,,,,
2009,12,四川省,0.5817,,,,,,,,,
2009,12,贵州省,1.1613,,,,,,,,,
2009,12,云南省,3.2688,,,,,,,,,
2009,12,西    藏,0.0697,,,,,,,,,
2014,2,广东省,6.8160,14.14,8.99,5.56,2.28,28,15,43.94,84.15,0
2009,12,甘肃省,2.8728,,,,,,,,,
2009,12,青海省,0.3969,,,,,,,,,
2014,3,广东省,8.5851,18.12,14.15,4.63,9.61,29,16,302.26,85.4,0
2009,12,新疆,1.3798,,,,,,,,,
2010,1,北京市,0.9459,,,,,,,,,
2010,1,天津市,0.7409,,,,,,,,,
2010,1,河北省,2.3243,,,,,,,,,
2010,1,山西省,0.9220,,,,,,,,,
2010,1,内蒙古,0.1032,,,,,,,,,
2010,1,辽宁省,0.7918,,,,,,,,,
2010,1,吉林省,0.5037,,,,,,,,,
2010,1,黑龙江省,0.4025,,,,,,,,,
2010,1,上海市,2.0458,,,,,,,,,
2010,1,江苏省,0.6770,,,,,,,,,
2010,1,浙江省,1.3880,,,,,,,,,
2010,1,安徽省,0.8922,,,,,,,,,
2010,1,福建省,1.3703,,,,,,,,,
2010,1,江西省,0.7423,,,,,,,,,
2010,1,山东省,1.0126,,,,,,,,,
2010,1,河南省,0.6915,,,,,,,,,
2010,1,湖北省,0.7098,,,,,,,,,
2010,1,湖南省,0.8367,,,,,,,,,
2010,1,广东省,0.4752,,,,,,,,,
2010,1,广    西,0.3748,,,,,,,,,
2010,1,海南省,0.1736,,,,,,,,,
2010,1,重庆市,0.1014,,,,,,,,,
2010,1,四川省,0.2517,,,,,,,,,
2010,1,贵州省,0.4186,,,,,,,,,
2010,1,云南省,0.5426,,,,,,,,,
2010,1,陕西省,0.4215,,,,,,,,,
2010,1,甘肃省,0.6640,,,,,,,,,
2010,1,青海省,0.1077,,,,,,,,,
2010,1,宁    夏,4.6865,,,,,,,,,
2010,1,新疆,0.6439,,,,,,,,,
2010,2,北京市,0.3362,,,,,,,,,
2010,2,天津市,0.5455,,,,,,,,,
2010,2,河北省,1.6817,,,,,,,,,
2010,2,山西省,0.1196,,,,,,,,,
2010,2,内蒙古,0.0454,,,,,,,,,
2010,2,辽宁省,0.4700,,,,,,,,,
2010,2,吉林省,0.3431,,,,,,,,,
2010,2,黑龙江省,0.1934,,,,,,,,,
2010,2,上海市,2.5039,,,,,,,,,
2010,2,江苏省,0.6006,,,,,,,,,
2010,2,浙江省,1.0849,,,,,,,,,
2010,2,安徽省,0.4175,,,,,,,,,
2010,2,福建省,0.3557,,,,,,,,,
2010,2,江西省,0.5054,,,,,,,,,
2010,2,山东省,0.5639,,,,,,,,,
2010,2,河南省,0.3373,,,,,,,,,
2010,2,湖北省,0.2552,,,,,,,,,
2010,2,湖南省,0.7181,,,,,,,,,
2010,2,广东省,0.2428,,,,,,,,,
2010,2,广    西,0.1236,,,,,,,,,
2010,2,海南省,0.0810,,,,,,,,,
2010,2,重庆市,0.1189,,,,,,,,,
2010,2,四川省,0.0843,,,,,,,,,
2010,2,贵州省,0.2765,,,,,,,,,
2010,2,云南省,0.1225,,,,,,,,,
2010,2,陕西省,0.1060,,,,,,,,,
2010,2,甘肃省,0.2618,,,,,,,,,
2010,2,青海省,0.0179,,,,,,,,,
2010,2,宁    夏,4.3506,,,,,,,,,
2010,2,新疆,0.3938,,,,,,,,,
2010,3,北京市,0.5527,,,,,,,,,
2010,3,天津市,0.8387,,,,,,,,,
2010,3,河北省,1.9106,,,,,,,,,
2010,3,山西省,0.0175,,,,,,,,,
2010,3,内蒙古,0.1651,,,,,,,,,
2010,3,辽宁省,0.3681,,,,,,,,,
2010,3,吉林省,0.5877,,,,,,,,,
2010,3,黑龙江省,0.1725,,,,,,,,,
2010,3,上海市,2.6549,,,,,,,,,
2010,3,江苏省,0.5773,,,,,,,,,
2010,3,浙江省,1.1969,,,,,,,,,
2010,3,安徽省,0.6785,,,,,,,,,
2010,3,福建省,0.9512,,,,,,,,,
2010,3,江西省,0.6836,,,,,,,,,
2010,3,山东省,0.4572,,,,,,,,,
2010,3,河南省,0.3753,,,,,,,,,
2010,3,湖北省,0.3549,,,,,,,,,
2010,3,湖南省,0.8149,,,,,,,,,
2010,3,广东省,0.6755,,,,,,,,,
2010,3,广    西,0.1730,,,,,,,,,
2010,3,海南省,0.1157,,,,,,,,,
2010,3,重庆市,0.7240,,,,,,,,,
2010,3,四川省,0.1417,,,,,,,,,
2010,3,贵州省,0.3607,,,,,,,,,
2010,3,云南省,0.1728,,,,,,,,,
2010,3,西    藏,0.0690,,,,,,,,,
2010,3,陕西省,0.1829,,,,,,,,,
2010,3,甘肃省,1.0548,,,,,,,,,
2010,3,青海省,0.3589,,,,,,,,,
2014,6,广东省,10.7864,29.51,25.08,4.47,21.78,37,22,309.88,89.85,0
2010,3,新疆,1.3481,,,,,,,,,
2010,4,北京市,0.1368,,,,,,,,,
2010,4,天津市,0.1954,,,,,,,,,
2010,4,河北省,1.6618,,,,,,,,,
2010,4,山西省,0.0088,,,,,,,,,
2010,4,内蒙古,0.0578,,,,,,,,,
2010,4,辽宁省,0.2107,,,,,,,,,
2010,4,吉林省,0.2884,,,,,,,,,
2010,4,黑龙江省,0.1150,,,,,,,,,
2010,4,上海市,0.9578,,,,,,,,,
2010,4,江苏省,0.1294,,,,,,,,,
2010,4,浙江省,0.5405,,,,,,,,,
2010,4,安徽省,0.4110,,,,,,,,,
2010,4,福建省,0.6452,,,,,,,,,
2010,4,江西省,0.4603,,,,,,,,,
2010,4,山东省,0.2249,,,,,,,,,
2010,4,河南省,0.4048,,,,,,,,,
2010,4,湖北省,0.2465,,,,,,,,,
2010,4,湖南省,0.5526,,,,,,,,,
2010,4,广东省,0.9556,,,,,,,,,
2010,4,广    西,0.4160,,,,,,,,,
2010,4,海南省,0.1042,,,,,,,,,
2010,4,重庆市,0.6156,,,,,,,,,
2010,4,四川省,0.1674,,,,,,,,,
2010,4,贵州省,0.4634,,,,,,,,,
2010,4,云南省,0.1138,,,,,,,,,
2010,4,西    藏,0.0345,,,,,,,,,
2010,4,陕西省,0.1273,,,,,,,,,
2010,4,甘肃省,0.6488,,,,,,,,,
2010,4,青海省,0.2512,,,,,,,,,
2010,4,宁    夏,1.6635,,,,,,,,,
2010,4,新疆,0.4216,,,,,,,,,
2010,5,北京市,0.0684,,,,,,,,,
2010,5,天津市,0.0163,,,,,,,,,
2010,5,河北省,1.2339,,,,,,,,,
2010,5,山西省,0.0088,,,,,,,,,
2010,5,内蒙古,0.0991,,,,,,,,,
2010,5,辽宁省,0.0741,,,,,,,,,
2010,5,吉林省,0.0475,,,,,,,,,
2010,5,黑龙江省,0.0183,,,,,,,,,
2010,5,上海市,0.2395,,,,,,,,,
2010,5,江苏省,0.0440,,,,,,,,,
2010,5,浙江省,0.4054,,,,,,,,,
2010,5,安徽省,0.2463,,,,,,,,,
2010,5,福建省,0.3998,,,,,,,,,
2010,5,江西省,0.4400,,,,,,,,,
2010,5,山东省,0.0686,,,,,,,,,
2010,5,河南省,0.2783,,,,,,,,,
2010,5,湖北省,0.1923,,,,,,,,,
2010,5,湖南省,0.4621,,,,,,,,,
2010,5,广东省,0.5250,,,,,,,,,
2010,5,广    西,0.4077,,,,,,,,,
2010,5,海南省,0.4514,,,,,,,,,
2010,5,重庆市,0.2623,,,,,,,,,
2010,5,四川省,0.1478,,,,,,,,,
2010,5,贵州省,0.1264,,,,,,,,,
2010,5,云南省,0.0481,,,,,,,,,
2010,5,陕西省,0.0848,,,,,,,,,
2010,5,甘肃省,0.4629,,,,,,,,,
2010,5,青海省,0.0179,,,,,,,,,
2010,5,宁    夏,0.4479,,,,,,,,,
2010,5,新疆,0.1297,,,,,,,,,
2010,6,北京市,0.0741,,,,,,,,,
2010,6,河北省,0.9496,,,,,,,,,
2010,6,山西省,0.0029,,,,,,,,,
2010,6,内蒙古,0.0330,,,,,,,,,
2010,6,辽宁省,0.0255,,,,,,,,,
2010,6,吉林省,0.0402,,,,,,,,,
2010,6,黑龙江省,0.0026,,,,,,,,,
2010,6,上海市,0.0833,,,,,,,,,
2010,6,江苏省,0.0207,,,,,,,,,
2010,6,浙江省,0.0849,,,,,,,,,
2010,6,安徽省,0.1158,,,,,,,,,
2010,6,福建省,0.2592,,,,,,,,,
2010,6,江西省,0.3249,,,,,,,,,
2010,6,山东省,0.0475,,,,,,,,,
2010,6,河南省,0.2055,,,,,,,,,
2010,6,湖北省,0.1434,,,,,,,,,
2010,6,湖南省,0.3949,,,,,,,,,
2010,6,广东省,0.4451,,,,,,,,,
2010,6,广    西,0.2718,,,,,,,,,
2010,6,海南省,0.1273,,,,,,,,,
2010,6,重庆市,0.1259,,,,,,,,,
2010,6,四川省,0.1295,,,,,,,,,
2010,6,贵州省,0.1869,,,,,,,,,
2010,6,云南省,0.0241,,,,,,,,,
2010,6,陕西省,0.0371,,,,,,,,,
2010,6,甘肃省,0.4553,,,,,,,,,
2010,6,青海省,0.0179,,,,,,,,,
2010,6,宁    夏,0.1280,,,,,,,,,
2010,6,新疆,0.0232,,,,,,,,,
2010,7,北京市,0.0342,,,,,,,,,
2010,7,天津市,0.0326,,,,,,,,,
2010,7,河北省,0.7549,,,,,,,,,
2010,7,山西省,0.0088,,,,,,,,,
2010,7,内蒙古,0.0124,,,,,,,,,
2010,7,辽宁省,0.0093,,,,,,,,,
2010,7,吉林省,0.0438,,,,,,,,,
2010,7,上海市,0.2082,,,,,,,,,
2010,7,江苏省,0.0298,,,,,,,,,
2010,7,浙江省,0.1062,,,,,,,,,
2010,7,安徽省,0.1354,,,,,,,,,
2010,7,福建省,0.2895,,,,,,,,,
2010,7,江西省,0.2595,,,,,,,,,
2010,7,山东省,0.0412,,,,,,,,,
2010,7,河南省,0.1845,,,,,,,,,
2010,7,湖北省,0.1573,,,,,,,,,
2010,7,湖南省,0.3825,,,,,,,,,
2010,7,广东省,0.5375,,,,,,,,,
2010,7,广    西,0.2348,,,,,,,,,
2010,7,海南省,0.1505,,,,,,,,,
2010,7,重庆市,0.7275,,,,,,,,,
2010,7,四川省,0.1307,,,,,,,,,
2010,7,贵州省,0.1474,,,,,,,,,
2010,7,云南省,0.0350,,,,,,,,,
2010,7,西    藏,0.0345,,,,,,,,,
2010,7,陕西省,0.0398,,,,,,,,,
2010,7,甘肃省,0.2201,,,,,,,,,
2010,7,青海省,0.0179,,,,,,,,,
2010,7,宁    夏,0.0160,,,,,,,,,
2010,7,新疆,0.0139,,,,,,,,,
2010,8,北京市,0.1481,,,,,,,,,
2010,8,天津市,0.2850,,,,,,,,,
2010,8,河北省,0.8174,,,,,,,,,
2010,8,山西省,0.0263,,,,,,,,,
2010,8,辽宁省,0.2709,,,,,,,,,
2010,8,吉林省,0.1095,,,,,,,,,
2010,8,黑龙江省,0.0131,,,,,,,,,
2010,8,上海市,0.5206,,,,,,,,,
2010,8,江苏省,0.0906,,,,,,,,,
2010,8,浙江省,0.3108,,,,,,,,,
2010,8,安徽省,0.1778,,,,,,,,,
2010,8,福建省,0.4108,,,,,,,,,
2010,8,江西省,0.2978,,,,,,,,,
2010,8,山东省,0.0781,,,,,,,,,
2010,8,河南省,0.2077,,,,,,,,,
2010,8,湖北省,0.4755,,,,,,,,,
2010,8,湖南省,0.5073,,,,,,,,,
2010,8,广东省,0.8975,,,,,,,,,
2010,8,广    西,0.3254,,,,,,,,,
2010,8,海南省,0.1389,,,,,,,,,
2010,8,重庆市,0.3463,,,,,,,,,
2010,8,四川省,0.2150,,,,,,,,,
2010,8,贵州省,0.2896,,,,,,,,,
2010,8,云南省,0.0438,,,,,,,,,
2010,8,陕西省,0.0371,,,,,,,,,
2010,8,甘肃省,0.2656,,,,,,,,,
2010,8,宁    夏,0.1440,,,,,,,,,
2010,8,新疆,0.0139,,,,,,,,,
2010,9,北京市,0.3818,,,,,,,,,
2010,9,天津市,0.4071,,,,,,,,,
2010,9,河北省,1.0904,,,,,,,,,
2010,9,山西省,0.2188,,,,,,,,,
2010,9,内蒙古,0.0165,,,,,,,,,
2010,9,辽宁省,0.5140,,,,,,,,,
2010,9,吉林省,0.1460,,,,,,,,,
2010,9,黑龙江省,0.0183,,,,,,,,,
2010,9,上海市,1.4472,,,,,,,,,
2010,9,江苏省,0.4751,,,,,,,,,
2010,9,浙江省,0.5927,,,,,,,,,
2010,9,安徽省,0.4453,,,,,,,,,
2010,9,福建省,0.2730,,,,,,,,,
2010,9,江西省,0.4919,,,,,,,,,
2010,9,山东省,0.1584,,,,,,,,,
2010,9,河南省,0.2382,,,,,,,,,
2010,9,湖北省,0.3112,,,,,,,,,
2010,9,湖南省,0.5339,,,,,,,,,
2010,9,广东省,0.6848,,,,,,,,,
2010,9,广    西,0.1112,,,,,,,,,
2010,9,海南省,0.4976,,,,,,,,,
2010,9,重庆市,0.0944,,,,,,,,,
2010,9,四川省,0.1674,,,,,,,,,
2010,9,贵州省,0.2554,,,,,,,,,
2010,9,云南省,0.1138,,,,,,,,,
2010,9,西    藏,0.2758,,,,,,,,,
2010,9,陕西省,0.0583,,,,,,,,,
2010,9,甘肃省,0.3415,,,,,,,,,
2010,9,青海省,0.0179,,,,,,,,,
2010,9,宁    夏,0.1599,,,,,,,,,
2010,9,新疆,0.0185,,,,,,,,,
2010,10,北京市,0.2678,,,,,,,,,
2010,10,天津市,0.2280,,,,,,,,,
2010,10,河北省,1.7457,,,,,,,,,
2010,10,山西省,0.0642,,,,,,,,,
2010,10,内蒙古,0.1197,,,,,,,,,
2010,10,辽宁省,0.0509,,,,,,,,,
2010,10,吉林省,0.2081,,,,,,,,,
2010,10,黑龙江省,0.0340,,,,,,,,,
2010,10,上海市,0.8693,,,,,,,,,
2010,10,江苏省,0.2136,,,,,,,,,
2010,10,浙江省,0.3378,,,,,,,,,
2010,10,安徽省,0.2642,,,,,,,,,
2010,10,福建省,0.2647,,,,,,,,,
2010,10,江西省,0.3994,,,,,,,,,
2010,10,山东省,0.1542,,,,,,,,,
2010,10,河南省,0.3394,,,,,,,,,
2010,10,湖北省,0.1888,,,,,,,,,
2010,10,湖南省,0.5261,,,,,,,,,
2010,10,广东省,0.2708,,,,,,,,,
2010,10,广    西,0.0247,,,,,,,,,
2010,10,海南省,0.2315,,,,,,,,,
2010,10,重庆市,0.0210,,,,,,,,,
2010,10,四川省,0.1112,,,,,,,,,
2010,10,贵州省,0.2791,,,,,,,,,
2010,10,云南省,0.1488,,,,,,,,,
2010,10,西    藏,0.0345,,,,,,,,,
2010,10,陕西省,0.0742,,,,,,,,,
2010,10,甘肃省,0.5502,,,,,,,,,
2010,10,青海省,0.1077,,,,,,,,,
2010,10,宁    夏,0.5278,,,,,,,,,
2010,10,新疆,0.1297,,,,,,,,,
2010,11,北京市,0.5071,,,,,,,,,
2010,11,天津市,0.1710,,,,,,,,,
2010,11,河北省,2.4593,,,,,,,,,
2010,11,山西省,0.4085,,,,,,,,,
2010,11,内蒙古,0.3716,,,,,,,,,
2010,11,辽宁省,0.0324,,,,,,,,,
2010,11,吉林省,0.1424,,,,,,,,,
2010,11,黑龙江省,0.1255,,,,,,,,,
2010,11,上海市,0.4633,,,,,,,,,
2010,11,江苏省,0.0414,,,,,,,,,
2010,11,浙江省,0.1274,,,,,,,,,
2010,11,安徽省,0.2610,,,,,,,,,
2010,11,福建省,0.1958,,,,,,,,,
2010,11,江西省,0.5234,,,,,,,,,
2010,11,山东省,0.1637,,,,,,,,,
2010,11,河南省,0.3700,,,,,,,,,
2010,11,湖北省,0.2185,,,,,,,,,
2010,11,湖南省,0.5838,,,,,,,,,
2010,11,广东省,0.3600,,,,,,,,,
2010,11,广    西,0.0371,,,,,,,,,
2010,11,海南省,0.1736,,,,,,,,,
2010,11,重庆市,0.0874,,,,,,,,,
2010,11,四川省,0.1564,,,,,,,,,
2010,11,贵州省,0.2212,,,,,,,,,
2010,11,云南省,0.1247,,,,,,,,,
2010,11,西    藏,1.7240,,,,,,,,,
2010,11,陕西省,0.1750,,,,,,,,,
2010,11,甘肃省,1.9389,,,,,,,,,
2010,11,青海省,0.0897,,,,,,,,,
2010,11,宁    夏,0.8317,,,,,,,,,
2010,11,新疆,0.3845,,,,,,,,,
2010,12,北京市,1.2764,,,,,,,,,
2010,12,天津市,0.7979,,,,,,,,,
2010,12,河北省,2.8162,,,,,,,,,
2010,12,山西省,0.4902,,,,,,,,,
2010,12,内蒙古,0.3716,,,,,,,,,
2010,12,辽宁省,0.0533,,,,,,,,,
2010,12,吉林省,0.1570,,,,,,,,,
2010,12,黑龙江省,0.3084,,,,,,,,,
2010,12,上海市,0.6507,,,,,,,,,
2010,12,江苏省,0.0350,,,,,,,,,
2010,12,浙江省,0.1120,,,,,,,,,
2010,12,安徽省,0.3001,,,,,,,,,
2010,12,福建省,0.3777,,,,,,,,,
2010,12,江西省,0.6250,,,,,,,,,
2010,12,山东省,0.2767,,,,,,,,,
2010,12,河南省,0.5165,,,,,,,,,
2010,12,湖北省,0.2325,,,,,,,,,
2010,12,湖南省,0.5401,,,,,,,,,
2010,12,广东省,0.1110,,,,,,,,,
2010,12,广    西,0.0391,,,,,,,,,
2010,12,海南省,0.1389,,,,,,,,,
2010,12,重庆市,0.1329,,,,,,,,,
2010,12,四川省,0.1662,,,,,,,,,
2010,12,贵州省,0.2817,,,,,,,,,
2010,12,云南省,0.0919,,,,,,,,,
2010,12,陕西省,0.3526,,,,,,,,,
2010,12,甘肃省,1.7720,,,,,,,,,
2010,12,青海省,0.7357,,,,,,,,,
2010,12,宁    夏,2.0473,,,,,,,,,
2010,12,新疆,0.6439,,,,,,,,,
2011,1,北京市,1.2645,,,,,,,,,
2011,1,天津市,0.7806,,,,,,,,,
2011,1,河北省,2.2003,,,,,,,,,
2011,1,山西省,0.2296,,,,,,,,,
2011,1,内蒙古,0.1214,,,,,,,,,
2011,1,辽宁省,0.0731,,,,,,,,,
2011,1,吉林省,0.1274,,,,,,,,,
2011,1,黑龙江省,0.1436,,,,,,,,,
2011,1,上海市,0.3606,,,,,,,,,
2011,1,江苏省,0.0483,,,,,,,,,
2011,1,浙江省,0.4777,,,,,,,,,
2011,1,安徽省,0.3059,,,,,,,,,
2011,1,福建省,0.5502,,,,,,,,,
2011,1,江西省,0.7023,,,,,,,,,
2011,1,山东省,0.3247,,,,,,,,,
2011,1,河南省,0.4977,,,,,,,,,
2011,1,湖北省,0.4665,,,,,,,,,
2011,1,湖南省,0.6577,,,,,,,,,
2011,1,广东省,0.1793,,,,,,,,,
2011,1,广    西,0.0304,,,,,,,,,
2011,1,海南省,0.1384,,,,,,,,,
2011,1,重庆市,0.0659,,,,,,,,,
2011,1,四川省,0.1604,,,,,,,,,
2011,1,贵州省,0.2820,,,,,,,,,
2011,1,云南省,0.1719,,,,,,,,,
2011,1,陕西省,0.4528,,,,,,,,,
2011,1,甘肃省,1.0010,,,,,,,,,
2011,1,青海省,0.3554,,,,,,,,,
2011,1,宁    夏,1.2537,,,,,,,,,
2011,1,新疆,0.3255,,,,,,,,,
2011,2,北京市,0.3518,,,,,,,,,
2011,2,天津市,0.3323,,,,,,,,,
2011,2,河北省,2.2323,,,,,,,,,
2011,2,山西省,0.1456,,,,,,,,,
2011,2,内蒙古,0.1133,,,,,,,,,
2011,2,辽宁省,0.0274,,,,,,,,,
2011,2,吉林省,0.0583,,,,,,,,,
2011,2,黑龙江省,0.1096,,,,,,,,,
2011,2,上海市,0.6299,,,,,,,,,
2011,2,江苏省,0.0903,,,,,,,,,
2011,2,浙江省,0.4005,,,,,,,,,
2011,2,安徽省,0.3076,,,,,,,,,
2011,2,福建省,0.6017,,,,,,,,,
2011,2,江西省,0.7674,,,,,,,,,
2011,2,山东省,0.2735,,,,,,,,,
2011,2,河南省,0.4360,,,,,,,,,
2011,2,湖北省,0.3931,,,,,,,,,
2011,2,湖南省,0.8754,,,,,,,,,
2011,2,广东省,0.6577,,,,,,,,,
2011,2,广    西,0.1086,,,,,,,,,
2011,2,海南省,0.2306,,,,,,,,,
2011,2,重庆市,0.3189,,,,,,,,,
2011,2,四川省,0.1803,,,,,,,,,
2011,2,贵州省,0.2590,,,,,,,,,
2011,2,云南省,0.1110,,,,,,,,,
2011,2,陕西省,0.2545,,,,,,,,,
2011,2,甘肃省,0.6021,,,,,,,,,
2011,2,青海省,0.3377,,,,,,,,,
2011,2,宁    夏,0.5713,,,,,,,,,
2011,2,新疆,0.1559,,,,,,,,,
2011,3,北京市,0.1122,,,,,,,,,
2011,3,天津市,0.4483,,,,,,,,,
2011,3,河北省,2.3673,,,,,,,,,
2011,3,山西省,0.2912,,,,,,,,,
2011,3,内蒙古,0.2226,,,,,,,,,
2011,3,辽宁省,0.0731,,,,,,,,,
2011,3,吉林省,0.1092,,,,,,,,,
2011,3,黑龙江省,0.1122,,,,,,,,,
2011,3,上海市,0.9601,,,,,,,,,
2011,3,江苏省,0.1894,,,,,,,,,
2011,3,浙江省,0.3914,,,,,,,,,
2011,3,安徽省,0.5916,,,,,,,,,
2011,3,福建省,0.8348,,,,,,,,,
2011,3,江西省,0.9469,,,,,,,,,
2011,3,山东省,0.2798,,,,,,,,,
2011,3,河南省,0.6179,,,,,,,,,
2011,3,湖北省,0.4298,,,,,,,,,
2011,3,湖南省,1.0033,,,,,,,,,
2011,3,广东省,0.5426,,,,,,,,,
2011,3,广    西,0.2346,,,,,,,,,
2011,3,海南省,0.1614,,,,,,,,,
2011,3,重庆市,0.4299,,,,,,,,,
2011,3,四川省,0.1554,,,,,,,,,
2011,3,贵州省,0.2590,,,,,,,,,
2011,3,云南省,0.1719,,,,,,,,,
2011,3,西    藏,0.0333,,,,,,,,,
